country,gdp.2005,pop.2005,unemp.2005,gdp.2006,pop.2006,unemp.2006,gdp.2007,pop.2007,unemp.2007,gdp.2008,pop.2008,unemp.2008
RW,4.10914677202874,8.840215,0.920000016689301,4.48830094463589,9.043337,0.88400000333786,4.8309055772073695,9.273757,0.856000006198883,5.37009469938151,9.524534,0.861000001430511
SA,461.601802003856,23.816183,6.05000019073486,474.473116917565,24.49831,6.25,483.237253411601,25.184597,5.73000001907349,513.43848360359,25.888541,5.07999992370605
SB,0.655932852342192,0.469918,2.04200005531311,0.68783168026608,0.481078,1.93499994277954,0.718463005093654,0.492132,1.84700000286102,0.76018498201397,0.50336,1.81900000572205
SC,0.783031253312258,0.082858,NA,0.856684174335502,0.0846,NA,0.9459629682345131,0.085033,NA,0.925654158746992,0.086956,NA
SD,41.1509764452704,30.949516,15.331000328064,45.2925374604393,31.661823,15.0860004425049,50.511102878462,32.360621,14.8719997406006,54.4519606048376,33.060837,14.8000001907349
SE,453.90011190639,9.029572,7.48600006103516,475.06444627573,9.080505,7.06599998474121,491.40296616208195,9.148092,6.16099977493286,489.188904610127,9.219637,6.2350001335144
SG,172.75787747465301,4.265762,5.59000015258789,188.314972645788,4.401365,4.48000001907349,205.30499996321302,4.588599,3.90000009536743,209.14060145643398,4.839396,3.96000003814697
SI,43.897124009269895,2.000474,6.50600004196167,46.4196269828109,2.006868,5.94999980926514,49.6597915678536,2.018122,4.81799983978271,51.402771549555496,2.021316,4.37099981307983
SK,71.07171234773061,5.372807,16.2560005187988,77.1079590916251,5.373054,13.3730001449585,85.4603154526891,5.374622,11.1429996490479,90.2246309233856,5.379233,9.50800037384033
SL,1.99792659451644,5.645624,3.49399995803833,2.0823173012292298,5.829237,3.51200008392334,2.25011345189349,5.989633,3.53999996185303,2.37158099356644,6.133603,3.62700009346008
SM,2.00551138579789,0.029324,NA,2.0823241477887597,0.0297,NA,2.2303632890802496,0.030063,NA,2.2191905236997598,0.030434,NA
SN,13.720826684959,11.090116,8.94299983978271,14.0585744732241,11.382268,10.0299997329712,14.7528550764267,11.68708,9.85200023651123,15.3512863087731,12.004701,9.80200004577637
SO,NA,10.446863,11.6700000762939,NA,10.763905,11.4569997787476,NA,11.080121,11.2729997634888,NA,11.397188,11.210000038147
SR,3.48176194721918,0.499461,9.27499961853027,3.68347934330695,0.505292,8.97200012207031,3.8717599408524297,0.511181,8.69600009918213,4.03218269488354,0.517122,8.52000045776367
SS,NA,7.535932,12.6190004348755,NA,7.907406,12.4020004272461,NA,8.315139,12.21399974823,13.1773365845164,8.736939,12.1499996185303
ST,0.147663429879843,0.157472,16.4699993133545,0.16112389966785698,0.161681,16.6499996185303,0.166366235163396,0.1663,15.8500003814697,0.179985264743618,0.17112,15.2150001525879
SV,16.9263301904564,6.052123,7.21999979019165,17.661423001869498,6.079399,6.57000017166138,17.9900277550041,6.10581,6.40999984741211,18.4525237874334,6.131764,5.88000011444092
SX,NA,0.033011,NA,NA,0.033441,NA,NA,0.033811,NA,NA,0.033964,NA
SY,NA,18.361176,8.91399955749512,NA,19.059258,8.17000007629395,NA,19.878254,8.42000007629395,NA,20.664038,10.9399995803833
SZ,3.77287753649371,1.030579,27.5599994659424,3.99895465306762,1.036092,27.8840007781982,4.17632331107987,1.042652,28.2399997711182,4.21063865265064,1.049945,27.4449996948242
TC,NA,0.02818,NA,NA,0.029391,NA,NA,0.030385,NA,NA,0.031202,NA
TD,8.41612344017727,10.096633,1.26400005817413,8.47068197149925,10.457124,1.24800002574921,8.747800296525659,10.818024,1.2389999628067,9.01484365541119,11.183588,1.26699995994568
TG,2.9012560296952903,5.61164,4.3899998664856,2.97814314694463,5.76288,4.22900009155273,2.94314637961226,5.920359,3.5699999332428,3.0627044266491197,6.08342,3.04999995231628
TH,283.767576325108,65.416189,1.35000002384186,297.86461289105904,65.812536,1.22000002861023,314.054006434033,66.182067,1.17999994754791,319.47363280724596,66.530984,1.17999994754791
TJ,4.09567010181338,6.789321,12.9630002975464,4.38435172673187,6.922587,12.3549995422363,4.72458352823963,7.062672,11.7959995269775,5.09832310353507,7.20993,11.3859996795654
TL,0.622379554316273,0.995135,3.2739999294281,0.59682363088475,1.016432,3.1800000667572,0.657871671554352,1.036392,3.09999990463257,0.732447776450852,1.055431,3.07399988174438
TM,13.7882696245549,4.754646,7.27199983596802,15.301298963195,4.810109,6.37799978256226,16.993515438403602,4.870141,5.57399988174438,19.4915622078489,4.935767,4.90700006484985
TN,35.2795435936845,10.106771,12.8719997406006,37.1296717199944,10.201214,12.5100002288818,39.6209317451446,10.304726,12.3649997711182,41.299978412742796,10.414433,12.4429998397827
TO,0.366019490883553,0.100905,2.125,0.365475456631414,0.101706,1.0900000333786,0.366466243384456,0.102581,1.04900002479553,0.38387401167651897,0.103379,1.03600001335144
TR,664.762711153286,67.903469,10.6359996795654,710.950345122301,68.75681,8.7180004119873,746.8071821192159,69.581848,8.86800003051758,752.893844151316,70.418604,9.71000003814697
TT,18.2936965914406,1.296502,3.11800003051758,20.7099387582907,1.302561,2.73399996757507,21.6945326757935,1.308451,2.42899990081787,22.430354184473202,1.314443,2.39599990844727
TV,0.0291857272412158,0.01,NA,0.0298099919476302,0.01012,NA,0.0317030948255095,0.010221,NA,0.034234035600248396,0.010314,NA
TZ,23.7912083013288,38.45032,3.32500004768372,25.3453026989994,39.548663,3.29900002479553,27.0608084341856,40.681414,2.90199995040894,28.5995988073756,41.853944,2.59599995613098
UA,129.940465635033,47.105171,7.17999982833862,139.607929641793,46.787786,6.80999994277954,150.209086270689,46.509355,6.35099983215332,153.669941036719,46.258189,6.36299991607666
UG,18.029789369519502,27.684585,1.89999997615814,19.9742560663789,28.571475,2.19300007820129,21.654575570128,29.486338,2.50300002098084,23.5404188318147,30.431736,2.88599991798401
US,14332.4996048474,295.516599,5.08300018310547,14741.688498216,298.379912,4.6230001449585,15018.267849838401,301.231207,4.62200021743774,14997.7559290078,304.093966,5.78399991989136
UY,30.157445137573202,3.321803,12.0089998245239,31.393471352368902,3.325401,10.8439998626709,33.4470786869105,3.331749,9.40299987792969,35.847289438373004,3.340221,8.02600002288818
UZ,31.3067845686886,26.167,6.87799978256226,33.639584098170296,26.48825,5.88000011444092,36.8262636843347,26.868,4.98999977111816,40.151366329020206,27.3028,4.8899998664856
VC,0.6368579723276729,0.108614,20.056999206543,0.685821912100613,0.108603,19.5590000152588,0.708745921628982,0.108518,19.0960006713867,0.7199758008396321,0.108393,18.7900009155273
VE,327.782821536693,26.432447,10.6630001068115,360.142030430877,26.850194,8.60599994659424,391.66734688486605,27.24761,7.27899980545044,412.338978104743,27.635832,6.24499988555908
VG,NA,0.023107,NA,NA,0.024023,NA,NA,0.025047,NA,NA,0.026097,NA
VI,4.23259679320915,0.108454,9.04699993133545,4.38606295684981,0.108371,8.4379997253418,4.56306059891536,0.108339,7.91699981689453,4.6060311247347405,0.108399,7.94700002670288
VN,85.3518030304192,83.832661,2.13700008392334,91.3076132769669,84.61754,2.07999992370605,97.81739365974809,85.419591,2.02600002288818,103.355590690416,86.243413,1.79100000858307
VU,0.549652584773368,0.209282,4.59000015258789,0.596181554777833,0.21437,4.46400022506714,0.627025086554647,0.219472,4.35599994659424,0.667458933182145,0.224704,4.32000017166138
WS,0.633126600627264,0.179727,5.19799995422363,0.64559164994901,0.180876,5.14400005340576,0.686410116861272,0.182046,5.10400009155273,0.69333659729968,0.183263,5.13500022888184
YE,25.0021774605819,20.107409,12.1669998168945,25.7948488348019,20.687646,12.0880002975464,26.655991279524,21.282515,12.0319995880127,27.6282870793955,21.892146,12.1009998321533
ZA,322.22818369962704,47.880601,29.2530002593994,340.285199108368,48.489459,28.4890003204346,358.526105165636,49.119759,26.6660003662109,369.966840760721,49.779471,22.4330005645752
ZM,13.350512768130699,11.856247,15.8999996185303,14.4056965041379,12.173514,12.8529996871948,15.6089231202185,12.502958,10.1829996109009,16.8223445414938,12.84853,7.92999982833862
ZW,11.7296958627806,12.076699,4.47399997711182,11.3236730044172,12.155491,4.49599981307983,10.9099822171408,12.255922,4.52899980545044,8.98230331946873,12.379549,4.62799978256226
